Gene	mTNBC1	mTNBC2	mTNBC3	mTNBC4	mTNBC5	mTNBC6	mTNBC7	HD1	HD2	HD3	HD4	HD5	HD6	HD7
MYLIP	88.5190448801263	113.598851629553	241.665711989343	114.364195082232	191.20327969191	210.378669025273	92.5082265821692	122.145783019524	229.533729814844	241.590407131167	229.604883305715	144.26545970255	134.396075214191	101.676248843541
MYO15B	9.76966047171963	7.78963554031219	23.1429411113183	16.2995698598508	13.6219953148381	10.0590893659625	17.3129921257132	17.7354532721557	10.3216452379266	10.1693345436327	5.02944030098233	4.56667642223898	22.9863632090479	12.5600072100845
MYO16-AS1	6.51310698114642	0.649136295026016	3.11539591883131	9.08500615139227	4.95345284175932	1.72441531987929	16.7961863906173	0.286055697937995	0.491506916091743	0	1.74937053947211	10.1712338495323	2.40986065901309	2.79111271335211
MYO18A	2.07235222127386	8.22239307032954	4.00550903849739	4.27529701241989	8.42086983099085	2.0118178731925	5.42646021850713	2.57450128144196	3.68630187068807	0.549693759115283	5.46678293585036	9.13335284447796	1.29761727793012	4.58539945764989
MYO19	3.55260380789805	2.59654518010406	0	0.80161818982873	5.20112548384729	5.46064851295108	1.03361147019184	5.72111395875991	0.737260374137614	0	4.37342634868028	7.47274323639106	1.66836507162444	3.3892082947847
MYO5C	0	0.432757530017344	0.445056559833044	3.74088488586741	3.71508963131949	1.14961021325286	8.01048889398672	12.3003950113338	0	1.37423439778821	0.874685269736057	4.77425262324984	0.741495587388642	2.59174751954124
MYO7B	84.3743404375786	160.985801166452	87.8986705670261	98.5990373489338	141.916423916405	71.2758332216773	60.9830767413183	107.842998122624	146.223307537293	78.8810544330431	106.055588955497	144.888188305582	134.952196904733	187.403282182213
MYOM1	0.888150951974512	2.16378765008672	1.78022623933217	0.80161818982873	3.71508963131949	0.57480510662643	2.58402867547959	0	14.9909609407982	3.57300943424934	8.09083874505853	0.622728603032588	0.18537389684716	5.38286023289335
MYSM1	20.7235222127386	27.4801031561014	22.6978845514852	37.4088488586741	46.8101293546256	39.3741498039104	34.8843871189744	53.4924155144052	81.8359015292752	37.9288693789545	23.8351736003075	74.7274323639106	43.7482396559299	33.6927177540362
MZT1	2.66445285592354	3.67843900514743	12.6841119552417	5.34412126552487	7.18250662055102	10.0590893659625	3.10083441057551	3.71872407319394	8.10986411551375	13.4674970983244	1.74937053947211	20.1348914980537	15.2006595414672	11.9619116286519
MZT2A	0.888150951974512	4.11119653516477	6.23079183766261	0.80161818982873	0.495345284175932	1.72441531987929	2.32562580793163	0.858167093813986	3.93205532873394	5.49693759115283	3.49874107894423	1.45303340707604	1.29761727793012	2.39238232573038
MZT2B	0.888150951974512	1.29827259005203	4.45056559833044	2.13764850620995	0.990690568351865	0.862207659939645	0.258402867547959	0.858167093813986	3.93205532873394	2.74846879557641	1.74937053947211	2.69849061314121	1.66836507162444	0.996825969054325
Metazoa_SRP	1.6282767452866	3.13749209262574	6.67584839749565	2.93926669603868	4.21043491549543	9.19688170602288	0.775208602643876	4.29083546906993	8.23274084453669	1.09938751823057	49.0917107639362	3.52879541718467	8.34182535812222	8.47302073696176
N4BP2L1	90.887447418725	51.9309036020813	12.4615836753252	31.2631094033205	33.1881340397875	53.7442774695712	57.3654365956468	35.7569622422494	34.6512375844679	29.4086161126676	121.799923810746	60.1970982931502	52.4608128077464	63.7968620194768
N4BP2L2	626.73852177668	585.953695643484	589.25488521895	555.52140555131	416.090038707783	450.647203595121	505.436008923807	589.846849148147	606.765287915256	741.811727926074	576.85493539093	692.474206572238	444.897352433185	518.150138714438
N4BP2L2-IT2	2.3684025385987	10.1698019554076	25.145695630567	6.68015158190608	2.97207170505559	6.32285617289073	6.46007168869897	8.86772663607786	6.63534336723853	10.1693345436327	8.74685269736057	8.92577664346709	16.3129029225501	20.5346149625191
NAA16	4.14470444254772	7.78963554031219	22.6978845514852	25.9189881377956	14.1173405990141	10.0590893659625	22.2226466091245	4.57689116700793	8.35561757355963	4.39755007292226	3.49874107894423	11.8318434576192	11.8639293982183	2.19301713191951
NAA38	123.749032641782	110.136791389414	72.5442192527861	81.4978492992542	88.4191332254039	106.051542172576	63.3087025492499	75.5187042556308	99.0386435924862	134.949817862802	151.97656561664	159.003369974321	131.24471896779	96.6921189982695
NABP1	979.926550345211	701.499956158115	701.18661001696	988.395228058824	910.196959673276	1136.96450090708	735.414561041491	1113.61483207262	896.262861493293	761.325856374666	786.342057492715	670.471129265086	867.735211141558	614.842257712707
NACA	538.811577531204	533.590034511385	374.515095099506	313.432712223033	339.063847018426	379.94617548007	287.860794448426	295.209480272011	438.66992261188	688.491433291891	399.512496951944	776.542567981637	445.453474123726	419.863098165681
NADK	1097.45852632317	1354.9638264843	801.101807699479	869.488529900896	1360.96116827337	1276.35473926399	2474.98266537435	2355.66867251939	732.836811892788	437.556232255765	666.291504221441	274.20816153535	524.793501974311	1099.29967867311
NAGA	16.5788177701909	26.8309668610753	9.79124431632696	17.3683941129558	12.1359594623103	4.31103829969822	23.5146609468642	8.58167093813986	10.0758917798807	26.1104535579759	0.656013952302043	19.3045866940102	20.3911286531876	11.1644508534084
NAIP	204.570769271463	58.8550240823588	32.4891288678122	71.0768128314807	61.9181605219915	78.4608970545077	5.42646021850713	87.2469878710886	73.2345304976697	54.419682152413	11.3709085065687	26.5697537293904	41.1530051000696	38.2781172116861
NAMPT	15564.2533327187	11850.4158232299	14950.1174296317	14740.9568927605	14087.1245366793	16976.5814216583	8915.67413900722	10592.642494644	10347.9408579375	22429.70414694	8654.79207272085	10516.0179194113	12711.2734807066	10728.8379049317
NAMPTP1	9.17755983706996	9.73704442539024	8.01101807699478	11.2226546576022	19.8138113670373	13.5079200057211	5.94326595360305	11.4422279175198	8.35561757355963	12.9178033392091	6.56013952302043	8.92577664346709	7.78570366758074	8.97143372148892
