"","logFC","logCPM","F","PValue","FDR","gene"
"ZNF76",0.444115330870778,2.3566086602274,1.15678982363193,0.292830070586901,0.618159588367084,"ZNF76"
"WBP1L",0.263328414059061,6.82635314626842,1.16475058406756,0.293323626978286,0.618362974119413,"WBP1L"
"SREK1IP1",0.396834047298207,3.99210139734446,1.1646350686017,0.293528925369163,0.618362974119413,"SREK1IP1"
"CLEC9A",-0.529249850960893,4.96053077659539,1.16366999130146,0.293587860171858,0.618362974119413,"CLEC9A"
"RP11-69M1.6",-0.711283471695819,2.61053294237655,1.15739774730597,0.293703903481532,0.618362974119413,"RP11-69M1.6"
"TAOK3",0.196604322080979,8.53996759122224,1.16255385028312,0.293764307217163,0.618362974119413,"TAOK3"
"SYT2",-0.520008067195051,3.91871807553395,1.16196146184699,0.294084904585214,0.618684890489989,"SYT2"
"MYLIP",-0.283528755520895,7.34574736007028,1.15996005644748,0.294289399263902,0.618762326657435,"MYLIP"
"GPR132",0.444782602701515,4.00162629998326,1.15716292632683,0.29503854058299,0.619422587371532,"GPR132"
"PMS2P4",-0.488147057009549,2.30961914598572,1.14410708622897,0.295316143595287,0.619422587371532,"PMS2P4"
"CCL3",-0.60549347043421,4.73559638896818,1.154848945173,0.295396399380522,0.619422587371532,"CCL3"
"CUTC",-0.191852707408752,7.87394221983091,1.15266670016188,0.295769871429245,0.619422587371532,"CUTC"
"RNF6",-0.247022195985095,7.15631428515178,1.15257541380258,0.295789386657259,0.619422587371532,"RNF6"
"RP11-563J2.2",-0.397237868401816,3.68260383138058,1.15324021554329,0.295886008865274,0.619422587371532,"RP11-563J2.2"
"CUL9",-0.497392366246828,2.79046107824968,1.14900951760341,0.295994004334562,0.619422587371532,"CUL9"
"NOL11",-0.505270551679643,3.24144389504689,1.14986010999967,0.296471167472858,0.619422587371532,"NOL11"
"GLT8D1",-0.347296882205855,5.83076847021692,1.14820263499716,0.296692277377815,0.619422587371532,"GLT8D1"
"KIAA0930",0.429456635334914,4.50578142526931,1.14849589669942,0.296720270969567,0.619422587371532,"KIAA0930"
"DRAXIN",-0.53412678490145,1.85392850181549,1.12396745994757,0.29679304782206,0.619422587371532,"DRAXIN"
"HERPUD2",0.241905203999471,6.83884419491759,1.14387404628055,0.297570885011649,0.619422587371532,"HERPUD2"
"GIT2",0.190240539439016,9.26423919570825,1.143203455716,0.297706035482301,0.619422587371532,"GIT2"
"F13A1",0.578378450048089,5.60337884510122,1.14309299138754,0.297747860101011,0.619422587371532,"F13A1"
"LINC01011",-0.499917766260382,3.76311933685633,1.14367633326869,0.297830795317468,0.619422587371532,"LINC01011"
"ORMDL2",-0.248225099625759,6.4432563096237,1.14252696008838,0.297849749237184,0.619422587371532,"ORMDL2"
"AC004231.2",-0.616707465942825,1.99246656522225,1.12230785493333,0.297910072432735,0.619422587371532,"AC004231.2"
"HCP5",-0.278107151940056,7.61770574934018,1.14197102464196,0.297960465043636,0.619422587371532,"HCP5"
"MYH9",0.227221220861503,9.2683296209564,1.14169989250495,0.298015332113626,0.619422587371532,"MYH9"
"SERBP1",-0.24683030949583,6.22471024586763,1.14088627408157,0.298189158520959,0.619422587371532,"SERBP1"
"DSC2",0.370260933712983,7.60424933994056,1.14059822431355,0.298243091166239,0.619422587371532,"DSC2"
"P4HA1",0.34875472505236,5.8077376175797,1.13963644063065,0.298452986639796,0.619422587371532,"P4HA1"
"SUCLA2",0.644578331970321,3.46052264228829,1.14023999752908,0.298464325297177,0.619422587371532,"SUCLA2"
"LRRC75A-AS1",0.51653909576381,1.99685101333358,1.11779917426605,0.298883699315695,0.619923517650793,"LRRC75A-AS1"
"RP11-120K19.3",-0.704020710738547,2.16443409716643,1.12163138239802,0.299041696861358,0.619923517650793,"RP11-120K19.3"
"FAM104B",-0.391876711964149,3.76084085322507,1.13574375421908,0.299469323598688,0.620038605052281,"FAM104B"
"GTF2H5",-0.390154925895946,3.77912123694981,1.13504588979319,0.299610569016604,0.620038605052281,"GTF2H5"
"TNIP1",-0.233747793822432,7.23643941139065,1.13323796394818,0.299765413883785,0.620038605052281,"TNIP1"
"SUB1",-0.20443500238184,8.983553794513,1.13321306364938,0.299769341846414,0.620038605052281,"SUB1"
"ATG2B",-0.310907220055688,5.14348351770769,1.13196856981352,0.300061465647303,0.620151775486459,"ATG2B"
"RER1",-0.177137513006461,8.83719770787487,1.13133115756707,0.300160181847917,0.620151775486459,"RER1"
"SAMM50",0.852898612966216,2.18029842782487,1.11216020723712,0.300788902294844,0.620832474923569,"SAMM50"
"MIR3198-1",-0.47558653821795,2.31686004305163,1.11672625682767,0.301055686972219,0.620832474923569,"MIR3198-1"
"ZNF862",-0.778888763678648,2.9186979217938,1.12506666893524,0.30107415117578,0.620832474923569,"ZNF862"
"APBB1IP",-0.167617069493022,9.29944608334833,1.12651928236808,0.301162636887043,0.620832474923569,"APBB1IP"
"TMEM184B",-0.344320586393179,4.73405930899213,1.12580246317015,0.301378408802349,0.62093038999479,"TMEM184B"
"FAM63A",0.240453037585977,8.26370233338992,1.12217365610746,0.302072402166778,0.62201082951238,"FAM63A"
"UHMK1",0.312004606078511,5.54256126080635,1.12071850571667,0.302395723132602,0.62201082951238,"UHMK1"
"UBXN2A",0.58504708112912,2.42922090284078,1.11182275083086,0.302408517112523,0.62201082951238,"UBXN2A"
"PIAS2",-0.625149082646679,3.85443041224392,1.12068945937059,0.302590247638618,0.622037890688857,"PIAS2"
"AC005593.2",-0.583958843827786,4.3739042286752,1.11865566187888,0.302928335595227,0.622134277048053,"AC005593.2"
"ABHD13",0.220915820155833,7.65383640486233,1.11727805605711,0.303101503599403,0.622134277048053,"ABHD13"
"CDK14",0.271385215228023,6.08672462209315,1.11711498788963,0.30314293499523,0.622134277048053,"CDK14"
"RREB1",0.277673835431188,5.17617262638242,1.11365658148009,0.303897807008101,0.623336802590269,"RREB1"
"MEX3C",-0.554225068375714,2.40560187811269,1.10337872860119,0.304258965838162,0.623618618602712,"MEX3C"
"WDR55",0.383545978791782,4.85615348054745,1.11120368435563,0.304440727244077,0.623618618602712,"WDR55"
"RP11-1398P2.1",0.437663753244356,3.12170186259098,1.11040469897899,0.304542208867774,0.623618618602712,"RP11-1398P2.1"
"LMBR1",-0.375346132194891,4.95559459996319,1.1048759406844,0.305774220287788,0.625608245604739,"LMBR1"
"TRIM13",-0.23511122900331,7.10693233342818,1.10360121399408,0.306001878250592,0.625608245604739,"TRIM13"
"PPIAP29",0.391348120313463,4.48926974787647,1.10387960123852,0.306040074177094,0.625608245604739,"PPIAP29"
"PHF3",-0.206718984441348,7.84542494491694,1.10261491631653,0.30621132175939,0.625608245604739,"PHF3"
"C6orf136",-0.558320709599502,2.41030386634913,1.09277045769525,0.306511945649102,0.625608245604739,"C6orf136"
"PTTG2",-0.453691793341252,2.71125444087464,1.09794549565334,0.306531086193325,0.625608245604739,"PTTG2"
"RP11-20B24.7",-0.412666310080976,2.85512568400638,1.09793577555133,0.306882515669749,0.625979260818891,"RP11-20B24.7"
"RP11-73E17.2",0.411836719050459,2.99514329813817,1.09627317757037,0.307409601011446,0.626707971122783,"RP11-73E17.2"
"LINC00937",0.445946831210487,5.11103455198029,1.09591273334643,0.307685108635912,0.626871181009388,"LINC00937"
"SCAF11",-0.17236830650698,9.70703694510586,1.09506327133786,0.307829425471277,0.626871181009388,"SCAF11"
"ANKRA2",-0.215036798057919,6.48689736318894,1.09199757115639,0.308494092018956,0.627207716889967,"ANKRA2"
"RP11-286O18.1",-0.449493310063433,2.45065117404537,1.08376774888825,0.308726016739129,0.627207716889967,"RP11-286O18.1"
"RBBP4",0.369885373630208,5.46845418228912,1.09016410711525,0.308906909250718,0.627207716889967,"RBBP4"
"TAF3",-0.447037367489505,3.57656590353391,1.08938404267026,0.309282602146441,0.627207716889967,"TAF3"
"RNF44",-0.23543764698521,6.4785274552015,1.08546954792797,0.309906988265116,0.627207716889967,"RNF44"
"TMEM170B",0.446958316569416,5.28263459252964,1.08557694907671,0.30990852114845,0.627207716889967,"TMEM170B"
"POLR1D",-0.259310573021755,5.74713430106288,1.08538332859987,0.309933967910396,0.627207716889967,"POLR1D"
"GTF2IP12",-0.511852977832819,2.34653643934272,1.07526829875931,0.310110871601353,0.627207716889967,"GTF2IP12"
"RP5-940J5.6",-0.581673076009744,2.27880329390137,1.0731597677314,0.310200552953201,0.627207716889967,"RP5-940J5.6"
"PHF7",-0.573534998042849,2.52875740370771,1.07767418165366,0.310311715423361,0.627207716889967,"PHF7"
"TAF1A",0.771409095595228,2.17926465323141,1.06819730804399,0.310461235420479,0.627207716889967,"TAF1A"
"EIF1",-0.188019830758557,9.87499850351903,1.08210790704781,0.31063374393256,0.627207716889967,"EIF1"
"SLC25A53",-0.297420776256287,5.0129965645368,1.08226682760259,0.310639995118163,0.627207716889967,"SLC25A53"
"FUCA2",-0.37166721188602,3.91728828123559,1.08251437466228,0.310740937117691,0.627207716889967,"FUCA2"
"EP300",-0.302842992983909,6.02084677224567,1.08158942086199,0.310755045113138,0.627207716889967,"EP300"
"POU5F2",-0.532920443755403,3.10335857929177,1.08062836950441,0.310959601120395,0.627207716889967,"POU5F2"
"G3BP1",0.347195708564319,6.04696550837992,1.0803194921945,0.31103209889823,0.627207716889967,"G3BP1"
"PHB2",0.224289686277781,6.15041449978451,1.07955454373244,0.311197590125341,0.627207716889967,"PHB2"
"ZNF396",0.362442564606933,4.25863852546893,1.08001456600209,0.311224208570604,0.627207716889967,"ZNF396"
"FBXO38",0.224652098537564,7.59916787997579,1.0777296870939,0.311590199951122,0.627244455962692,"FBXO38"
"HCAR2",-0.302479334669939,8.07272710914381,1.07746566219466,0.311647658189859,0.627244455962692,"HCAR2"
"MEMO1",-0.420188008500765,3.10214539700494,1.07711614420948,0.311752393559777,0.627244455962692,"MEMO1"
"PPIL4",-0.239378258126049,6.89106537195556,1.07608979612949,0.311950541179134,0.627301088256678,"PPIL4"
"EZH1",-0.246997370502172,6.19249784205167,1.07456343761932,0.312289355816244,0.627456517372793,"EZH1"
"ZNF75D",-0.345226773214456,4.29603519459777,1.07474309760752,0.312367919353339,0.627456517372793,"ZNF75D"
"GGNBP2",-0.177109252667989,8.57721413079192,1.07315929836319,0.312591609595146,0.627564221657284,"GGNBP2"
"TMEM107",-0.345247324587716,4.92093694720025,1.07155509786574,0.31299118973578,0.628024736337698,"TMEM107"
"NHP2",-0.596068079509089,1.95316446006686,1.0512188956622,0.313227625857383,0.628072798146012,"NHP2"
"POMP",-0.256169077701883,9.15249150228891,1.06729398443158,0.313883437714935,0.628072798146012,"POMP"
"SH2D4B",-0.58825238520149,2.34325900184767,1.05798526936,0.313896658264794,0.628072798146012,"SH2D4B"
"ECI2",-0.808930390610935,2.16297949163597,1.05100582152919,0.314332258291973,0.628072798146012,"ECI2"
"PDAP1",0.302453695266633,4.11068168800374,1.06541633786842,0.314456236100676,0.628072798146012,"PDAP1"
"SLF2",0.323440628277631,4.97969554837398,1.06490300413695,0.314457092858415,0.628072798146012,"SLF2"
"CRTC2",-0.304128090660109,4.38237375445503,1.06438368879285,0.314636812460311,0.628072798146012,"CRTC2"
"UBE2J2",0.256800376957109,6.41207471020352,1.06358653453787,0.314708762544087,0.628072798146012,"UBE2J2"
"RP1-34B20.4",0.527434843197093,2.6510135946418,1.05889366070916,0.314772340246892,0.628072798146012,"RP1-34B20.4"
"AL592183.1",-0.424052632524537,2.0006080783601,1.0452199026435,0.314959020792636,0.628072798146012,"AL592183.1"
"PIP4K2B",-0.420686256321667,3.6192210954611,1.06295386462395,0.315071439584753,0.628072798146012,"PIP4K2B"
"DNAJC21",-0.503282650689011,2.85940061328109,1.05949523906994,0.315255310426754,0.628072798146012,"DNAJC21"
"MAP3K8",-0.220552790908773,7.56455662210514,1.06058442133304,0.315371637139155,0.628072798146012,"MAP3K8"
"RP11-135F9.3",-0.398483751268731,4.6615778000423,1.0607879532626,0.315398074516141,0.628072798146012,"RP11-135F9.3"
"RP13-516M14.8",-0.616528990542594,2.93731023834536,1.05743163023297,0.31583042869658,0.628432085921134,"RP13-516M14.8"
"PAPSS2",0.531471563009994,3.41213099818303,1.05880885629204,0.315919110944093,0.628432085921134,"PAPSS2"
"PGM3",0.634940222381022,2.52876243792764,1.05016243822503,0.31622962129624,0.628503250636225,"PGM3"
"RP11-96H19.1",0.442135074925925,2.11654691068231,1.04120286279704,0.316482737311299,0.628503250636225,"RP11-96H19.1"
"CEP57L1",-0.716388709290711,1.98988349641635,1.03760255935624,0.316503344508137,0.628503250636225,"CEP57L1"
"ENTPD1-AS1",-0.234179086346485,5.59034925448565,1.05497941012844,0.316636190496678,0.628503250636225,"ENTPD1-AS1"
"SNX14",0.266712459579093,6.76691594574654,1.05125611251042,0.317457349012455,0.629794418202129,"SNX14"
"MZT2B",-0.493749689569982,1.92953075772095,1.0310815274272,0.317768265995806,0.629862807339299,"MZT2B"
"MED14",-0.387434370248978,4.36364108960945,1.05007315354747,0.317833210641131,0.629862807339299,"MED14"
"SGSH",0.505439814982982,2.25182639658625,1.03414375490853,0.318752919317373,0.630854590485318,"SGSH"
"AC091878.1",0.46849907695806,2.6904720722911,1.04195081788146,0.318768285567917,0.630854590485318,"AC091878.1"
"EEPD1",-0.269997370821086,6.55749478760222,1.04501859304501,0.318862258050512,0.630854590485318,"EEPD1"
"RP4-753P9.3",-0.515594040399668,1.92285127898535,1.02550042106431,0.319017524619405,0.630854590485318,"RP4-753P9.3"
"RUNDC1",-0.227763621859909,5.81073612915311,1.04351870639868,0.319208449502788,0.630894043205831,"RUNDC1"
"KRCC1",-0.203569978838188,7.73320059166094,1.04154864852375,0.319643883128883,0.631349480151822,"KRCC1"
"CCNH",-0.213209738089109,7.20951537594742,1.04013836883255,0.319964213885427,0.631349480151822,"CCNH"
"LAPTM5",0.284565720910926,12.5150698164098,1.03947547202557,0.320113348870599,0.631349480151822,"LAPTM5"
"EGR1",-0.95031315898068,2.97987521276533,1.03783593607035,0.32012327299839,0.631349480151822,"EGR1"
"COMMD6",-0.272338958358206,6.73514555727792,1.03863221977003,0.320307525507023,0.631375410855189,"COMMD6"
"ZNF630",0.576883421719708,3.78553504257026,1.03718212035459,0.320828658997507,0.632065003577577,"ZNF630"
"RP11-798M19.6",-0.724722925867201,2.16575200016695,1.0220044920146,0.321113395523677,0.632288382861456,"RP11-798M19.6"
"SMNDC1",-0.212640618894759,7.2812397413887,1.03351843107985,0.321470763124738,0.632654461829484,"SMNDC1"
"LINC00674",-0.390291161280642,3.47078173594016,1.03235204159414,0.321952647482329,0.633012182226151,"LINC00674"
"TTC7B",0.696251535858769,2.55621033591733,1.02463804260254,0.322137431452607,0.633012182226151,"TTC7B"
"GIMAP2",-0.343588986769715,7.3861356628061,1.0297722196524,0.322327652226437,0.633012182226151,"GIMAP2"
"BTN3A2",-0.291148412830647,8.43435191076061,1.02972105714618,0.322338723686433,0.633012182226151,"BTN3A2"
"MID1IP1",-0.305546218290342,3.68147516086732,1.02848113933017,0.322846516053369,0.633672151189857,"MID1IP1"
"NHLRC3",0.636240611324837,2.40948084044013,1.01720259841414,0.323387294479973,0.63439612792722,"NHLRC3"
"ZSWIM6",-0.277682642728413,5.37300608289029,1.02379937586989,0.323721548171872,0.634714406351864,"ZSWIM6"
"RP3-368A4.5",0.327687843269171,4.97079216367064,1.0194235996329,0.324754916894211,0.636148738387328,"RP3-368A4.5"
"KLLN",0.492473344563951,2.58581327222295,1.01425692467598,0.324797892444912,0.636148738387328,"KLLN"
"LFNG",-0.528003222618074,2.48556082378278,1.0113433457886,0.325183164791739,0.63656545256314,"LFNG"
"FTX",-0.426612751837109,3.87626776660361,1.01485480802438,0.325966630652628,0.637336919857619,"FTX"
"RECQL5",0.481591282597285,3.03106392782324,1.01343012600907,0.325973314905651,0.637336919857619,"RECQL5"
"TRIM23",-0.446935865933928,5.48922737308996,1.01354100372522,0.326095421325524,0.637336919857619,"TRIM23"
"TMEM191A",-0.507272073964833,1.79142249920347,0.989176461231086,0.326802882028417,0.638301145282842,"TMEM191A"
"GBP5",0.427279231093798,9.99167272965835,1.00855384783436,0.327240638476601,0.638301145282842,"GBP5"
"WDR25",0.546072894365772,3.87853159080693,1.00896962421706,0.327330325545566,0.638301145282842,"WDR25"
"KANSL1L",-0.438817484312117,3.31600192628227,1.00844870731643,0.327434632700057,0.638301145282842,"KANSL1L"
"ARMC2",-0.455207684109188,4.31994063128586,1.00789559369926,0.32751322862185,0.638301145282842,"ARMC2"
"HCG11",0.509111655301522,2.39092719776021,0.99898074597927,0.327626658310488,0.638301145282842,"HCG11"
"TMPO",0.683838690172212,2.19144955636699,0.992095857853026,0.328177759458861,0.639037431347333,"TMPO"
"CNOT8",0.189767559773361,9.45248193145863,1.00366259009387,0.328388201634696,0.63910994938398,"CNOT8"
"DTYMK",-0.57427330190294,2.44065731051727,0.995404233627039,0.328760970381644,0.639498144811948,"DTYMK"
"ZBED1",0.343250239126715,5.80546996094382,0.999960010683236,0.329272365456488,0.63992199128645,"ZBED1"
"NIPSNAP1",0.485957011014018,4.09629618360511,1.00024907248288,0.329349686430196,0.63992199128645,"NIPSNAP1"
"PHYKPL",0.245538359897767,6.45526111204338,0.998487233171935,0.329612858699456,0.63992199128645,"PHYKPL"
"PCGF5",-0.407169442800375,8.24701713740008,0.998018325219899,0.329719900231657,0.63992199128645,"PCGF5"
"GARS",0.341828869732682,5.45940644053386,0.997249993776975,0.32992141861193,0.63992199128645,"GARS"
"DNMBP",-0.510254637856702,2.68269202309167,0.993627354173565,0.33001939008621,0.63992199128645,"DNMBP"
"WSB1",0.210704806058306,9.20134003753745,0.995507122147538,0.33031410045081,0.640087476791987,"WSB1"
"CLMN",-0.328402556409551,6.12784868069017,0.99319850316745,0.330868992507868,0.640087476791987,"CLMN"
"SUZ12",-0.269871997707802,5.62316129326633,0.993222363805198,0.330871009295721,0.640087476791987,"SUZ12"
"ACTR3C",0.412655652364718,2.2455059777317,0.982981270709368,0.330871200824178,0.640087476791987,"ACTR3C"
"CRADD",-0.224538927475478,6.8328521348038,0.992745444496135,0.330972061170491,0.640087476791987,"CRADD"
"ATP2C1",-0.351378791678618,5.10847337244619,0.986822349502847,0.332416212938608,0.642543648896523,"ATP2C1"
"NSA2",-0.456857714836583,2.86174592604475,0.98342419942725,0.332877607149015,0.643050883185621,"NSA2"
"UBE2B",0.226380208784835,9.84846574112743,0.984130216277435,0.333027164706699,0.643050883185621,"UBE2B"
"DBN1",0.43669537539908,2.8285585527356,0.980882746965137,0.33336918857158,0.643374636939922,"DBN1"
"TMEM260",0.234322476015815,5.47996114570436,0.981971943656575,0.333564079402982,0.643414246208575,"TMEM260"
"RP11-360N9.2",-0.710670052994888,2.09299772570058,0.965897355407626,0.334086074189269,0.644084437700316,"RP11-360N9.2"
"FAM149B1",-0.514094189877967,3.4342606969016,0.979338603365092,0.334371609104557,0.644298296394683,"FAM149B1"
"BIK",0.433096638509036,4.35840075657767,0.976311867976688,0.33502195430534,0.644413812266694,"BIK"
"HLA-B",-0.216009276083116,13.6666495936087,0.975183247865774,0.335182723538718,0.644413812266694,"HLA-B"
"RFX5",0.406005526246482,3.8750249051088,0.975491078579357,0.335295411914707,0.644413812266694,"RFX5"
"CDK7",-0.20801701394366,7.63622807994022,0.974273512380784,0.335403882922935,0.644413812266694,"CDK7"
"ZNF131",-0.288639681715905,5.19839502558907,0.974153774940086,0.335460727820147,0.644413812266694,"ZNF131"
"FTH1P7",-0.377425594093744,2.17211526762934,0.962945721961201,0.335479385735588,0.644413812266694,"FTH1P7"
"LRRC75A",0.538654665542942,3.26761954564366,0.972955025972908,0.335794665051817,0.644683826244124,"LRRC75A"
"PIM3",0.307792037721575,5.4467797042404,0.970881296742398,0.336246241555264,0.645046362256326,"PIM3"
"GMDS-AS1",-0.469602365239695,3.07568462732824,0.969860484389558,0.336473883654333,0.645046362256326,"GMDS-AS1"
"AC087294.2",-0.676696305425419,1.95730062910554,0.952552505238656,0.336667359686251,0.645046362256326,"AC087294.2"
"BRIX1",-0.599125902329574,2.30646302734626,0.960279977757012,0.336682735421595,0.645046362256326,"BRIX1"
"EIF2D",-0.399104853026595,3.83778942532827,0.964888737812855,0.337884523311458,0.646640366041931,"EIF2D"
"HIST1H2BN",-0.37314333023473,3.26786520055971,0.964248588731524,0.337994941680608,0.646640366041931,"HIST1H2BN"
"SYNE3",-0.444755885270009,3.33954242314261,0.962705484758926,0.33839196002937,0.646640366041931,"SYNE3"
"UBE2D2",0.180448059962104,7.11916527203863,0.961859571771044,0.338430770060269,0.646640366041931,"UBE2D2"
"TYSND1",0.637444617926865,2.07485641433408,0.947346402452837,0.338552980834066,0.646640366041931,"TYSND1"
"F2RL2",0.598844286750964,2.54866444112336,0.955361567521239,0.338711678928849,0.646640366041931,"F2RL2"
"LACTB",-0.279256905317319,5.51156691045249,0.960657262438101,0.33874141668267,0.646640366041931,"LACTB"
"NME7",-0.344200190159922,3.95034776616314,0.960103825897185,0.339038533746478,0.646872900478027,"NME7"
"CCDC57",0.414928401290275,3.03647658400105,0.956509893083538,0.339656137803219,0.64771635581079,"CCDC57"
"C1GALT1",0.354415773117944,8.16245722883599,0.956111492577304,0.339844016872322,0.647739887530406,"C1GALT1"
"LINC00398",0.439376494742792,2.58228178215382,0.950239607022314,0.340240495536633,0.648019168781167,"LINC00398"
"PEA15",-0.410835562748748,2.18296825628218,0.943578079194436,0.34034177482328,0.648019168781167,"PEA15"
"PUDP",0.593336825401725,3.24061478932943,0.95182238432135,0.340944697293303,0.648832353281221,"PUDP"
"SP1",0.215698446174442,7.5416884403252,0.950295048737305,0.341283972861029,0.6489640575127,"SP1"
"EIF4A3",-0.254839282792931,8.16235518870417,0.949620528504477,0.341451106440535,0.6489640575127,"EIF4A3"
"PGGT1B",0.231276130574257,6.56969342623182,0.948927054819114,0.341626424025462,0.6489640575127,"PGGT1B"
"SFMBT2",-0.675190768906406,2.03981204217574,0.934620359069654,0.34171738854937,0.6489640575127,"SFMBT2"
"MAP3K3",0.21557453071406,7.40661834943952,0.947522734587386,0.341973326714223,0.649116036818664,"MAP3K3"
"TTLL12",0.408847115028036,3.0135920263521,0.945893274234925,0.342255827773598,0.649318254233716,"TTLL12"
"TGDS",0.501207459518419,4.30552401307353,0.944454003797047,0.342858886273241,0.650128103981634,"TGDS"
"IL6R",0.221632049497876,10.1291923586037,0.94010548114852,0.343825906348963,0.65106897459949,"IL6R"
"RP11-326I11.5",-0.542633125181697,2.25604094264995,0.930206338715404,0.343989377019559,0.65106897459949,"RP11-326I11.5"
"LRRC46",-0.738335873504097,1.87281690114081,0.921117556695428,0.34415167752957,0.65106897459949,"LRRC46"
"DAZAP2",-0.176159023190959,13.7115026889832,0.938631516655918,0.344195945635353,0.65106897459949,"DAZAP2"
"ZFAND6",-0.175497647494334,9.69137649302507,0.938467049729037,0.344237281692034,0.65106897459949,"ZFAND6"
"DDX23",0.309509691069268,5.61890247114835,0.935230868042034,0.345066948560671,0.651701848806901,"DDX23"
"HMGCR",0.224355478731954,7.74694569554121,0.934783550251885,0.345165384988341,0.651701848806901,"HMGCR"
"PPP1R15B",-0.18643029177148,7.26483030943318,0.934733604250692,0.345178400966731,0.651701848806901,"PPP1R15B"
"GPBP1L1",0.169530305157304,7.3004514238792,0.934337896333634,0.345278350790648,0.651701848806901,"GPBP1L1"
"SIRT1",-0.299029789456455,4.95856597622551,0.932588146475118,0.345760627567644,0.65212451550725,"SIRT1"
"EFCAB14",0.254504982933227,6.69620587767152,0.931017149884211,0.346119574815541,0.65212451550725,"EFCAB14"
"MCL1",-0.179387426341568,10.7404052548201,0.930981528370389,0.346125609832671,0.65212451550725,"MCL1"
"SRSF9",-0.277650024590482,4.98647559015747,0.930147620007023,0.346376295196315,0.65212451550725,"SRSF9"
"USP6NL",-0.43459035085021,3.28589512896426,0.92997937595744,0.346526827810346,0.65212451550725,"USP6NL"
"CNDP2",0.368885958982678,5.34826154151661,0.929350192661734,0.346562649027024,0.65212451550725,"CNDP2"
"PLEKHM1",-0.276667104294427,4.76093770204711,0.923487787143325,0.34808754111446,0.65445671505301,"PLEKHM1"
"BNIP3",0.339334327060077,2.94457874421549,0.922219194568274,0.348164373651127,0.65445671505301,"BNIP3"
"RP3-394A18.1",-0.210663992568739,6.61058720597204,0.922312343540931,0.348334143188106,0.65445671505301,"RP3-394A18.1"
"APOO",-0.436807136718721,3.3443225311467,0.922106812517304,0.348555166416216,0.654538709453352,"APOO"
"CLTC",-0.192969006306303,8.13440452779492,0.918622686573389,0.349276158179696,0.655018042745597,"CLTC"
"MRPL52",-0.439267012282619,2.98303327119421,0.918124046961441,0.349289324024907,0.655018042745597,"MRPL52"
"MAP2K6",0.465768243506707,8.46573259940895,0.918265589835736,0.34936760669068,0.655018042745597,"MAP2K6"
"RP13-1032I1.7",-0.497500246310637,2.78474437776226,0.915501839455019,0.349618153728189,0.655018042745597,"RP13-1032I1.7"
"PYROXD2",-0.56234051532146,1.78302807322269,0.898360818831482,0.349697979460387,0.655018042745597,"PYROXD2"
"MIR4453",0.552937024358866,3.34327530818737,0.91457515280186,0.350430705108373,0.656057484449466,"MIR4453"
"RCBTB2",-0.180494378507771,8.9152966570608,0.912058248121087,0.350965464138251,0.656662225712473,"RCBTB2"
"ZSCAN30",-0.461249330552048,3.99455988825085,0.912053300674822,0.351133105738906,0.656662225712473,"ZSCAN30"
"ANKRD10-IT1",-0.494910645145826,2.24475981532016,0.901681029555573,0.351326199738546,0.656662225712473,"ANKRD10-IT1"
"ZCRB1",-0.283828066626483,5.62147258563826,0.910178257062358,0.351465554412502,0.656662225712473,"ZCRB1"
"PYROXD1",0.487189968229323,2.94317330587801,0.90742123389618,0.351920680029228,0.657179812402758,"PYROXD1"
"MCM9",0.373576835229762,5.34846634487695,0.907092592814507,0.352274797590975,0.657325902738929,"MCM9"
"RP11-405M12.4",-0.453297420686911,2.47394947985176,0.901647107109964,0.352370631369788,0.657325902738929,"RP11-405M12.4"
"C12orf10",-0.369591928351115,3.62765033727297,0.906391264519497,0.3526452361578,0.657325902738929,"C12orf10"
"AC022431.3",-0.419090838442349,2.218882396275,0.896223527229111,0.352711460006254,0.657325902738929,"AC022431.3"
"MTERF2",-0.374366355872054,4.89077591060717,0.902641471496382,0.353456475399012,0.658377785876256,"MTERF2"
"AURKB",0.53733367613545,2.14485548919976,0.890770493419401,0.353632729432721,0.658377785876256,"AURKB"
"RAB3IP",0.283876309540369,4.8701523346782,0.900491592881975,0.354019634783043,0.658483095572543,"RAB3IP"
"ACO2",-0.424143098917399,4.06746838508455,0.900794170964084,0.354046195559872,0.658483095572543,"ACO2"
"H3F3C",-0.30555897548818,4.30941368156875,0.896173006757667,0.355213690595328,0.659867220212407,"H3F3C"
"ATP2A2",0.51197747747572,2.29195681488794,0.887317025822132,0.35524393158302,0.659867220212407,"ATP2A2"
"FBN2",0.497407360987822,3.01119162880054,0.894719124257349,0.35532687440706,0.659867220212407,"FBN2"
"RILPL2",0.173689646987372,8.50385344460182,0.893116552377648,0.355907672263976,0.660613335339071,"RILPL2"
"DLEU2",-0.3286571153844,3.50460376689489,0.893203793519643,0.356092935709073,0.660624903351674,"DLEU2"
"NIT1",0.214916722433539,5.76047793188029,0.891367656325951,0.356379977165853,0.660825183789949,"NIT1"
"CTD-2015H6.3",-0.47181758889301,2.2913764900272,0.881649195803082,0.35688069137811,0.661112374100973,"CTD-2015H6.3"
"FCGR1A",0.498808478834396,7.32682586131078,0.889193089494111,0.356944698324261,0.661112374100973,"FCGR1A"
"BCAP29",-0.325340372237677,4.68352465874813,0.88894507872835,0.357072347312531,0.661112374100973,"BCAP29"
"PURA",-0.462572780793152,2.85776152737246,0.886834318327917,0.357269318480162,0.661145328581644,"PURA"
